id,lon,lat,date,time,light
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T08:01:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T08:06:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T08:11:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T08:16:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T08:21:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T08:26:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T08:31:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T08:36:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T08:41:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T08:46:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T08:51:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T08:56:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T09:01:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T09:06:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T09:11:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T09:16:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T09:21:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T09:26:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T09:31:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T09:36:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T09:41:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T09:46:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T09:51:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T09:56:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T10:01:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T10:06:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T10:11:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T10:16:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T10:21:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T10:26:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T10:31:59Z,1.135
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T10:36:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T10:41:59Z,0
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T10:46:59Z,4.542
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T10:51:59Z,5.677
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T10:56:59Z,7.9479999999999995
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T11:01:59Z,10.22
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T11:06:59Z,17.033
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T11:11:59Z,17.033
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T11:16:59Z,36.336999999999996
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T11:21:59Z,31.794999999999998
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T11:26:59Z,10.22
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T11:31:59Z,21.575
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T11:36:59Z,129.453
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T11:41:59Z,231.653
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T11:46:59Z,240.737
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T11:51:59Z,131.72400000000002
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T11:56:59Z,227.11100000000002
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T12:01:59Z,258.90599999999995
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T12:06:59Z,145.351
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T12:11:59Z,158.977
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T12:16:59Z,88.57300000000001
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T12:21:59Z,581.404
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T12:26:59Z,981.119
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T12:31:59Z,1744.212
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T12:36:59Z,1453.51
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T12:41:59Z,1816.888
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T12:46:59Z,3343.074
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T12:51:59Z,2470.967
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T12:56:59Z,3779.127
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T13:01:59Z,154.435
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T13:06:59Z,417.88399999999996
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T13:11:59Z,1126.47
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T13:16:59Z,4651.232999999999
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T13:21:59Z,4651.232999999999
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T13:26:59Z,11628.083999999999
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T13:31:59Z,13953.701
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T13:36:59Z,2907.021
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T13:41:59Z,3779.127
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T13:46:59Z,5232.638
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T13:51:59Z,4651.232999999999
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T13:56:59Z,581.404
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T14:01:59Z,4215.179999999999
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T14:06:59Z,5523.339999999999
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T14:11:59Z,11628.083999999999
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T14:16:59Z,8139.659
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T14:21:59Z,8139.659
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T14:26:59Z,4651.232999999999
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T14:31:59Z,5523.339999999999
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T14:36:59Z,5814.0419999999995
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T14:41:59Z,3488.425
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T14:46:59Z,4651.232999999999
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T14:51:59Z,9302.466999999999
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T14:56:59Z,74417.469
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T15:01:59Z,37209.87
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T15:06:59Z,27907.402000000002
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T15:11:59Z,2907.021
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T15:16:59Z,3052.372
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T15:21:59Z,13953.701
wtsp_a,-122.750022,53.927019,2013-06-04,2013-06-04T15:26:59Z,74417.469
